date,hour,dc_output,ac_output
000-03-29,15,1783.851,1715.949
000-03-29,16,1225.339,1174.642
000-03-29,17,521.512,488.711
000-03-29,18,5.367,0
000-03-29,19,0,0
000-03-29,20,0,0
000-03-29,21,0,0
000-03-29,22,0,0
000-03-29,23,0,0
000-03-30,0,0,0
000-03-30,1,0,0
000-03-30,2,0,0
000-03-30,3,0,0
000-03-30,4,0,0
000-03-30,5,0,0
000-03-30,6,128.978,104.325
000-03-30,7,722.746,685.26
000-03-30,8,1304.278,1251.31
000-03-30,9,2211.476,2128.605
000-03-30,10,1236.574,1185.557
000-03-30,11,1182.102,1132.626
000-03-30,12,1341.879,1287.812
000-03-30,13,957.197,913.816
000-03-30,14,782.713,743.763
000-03-30,15,1030.364,985.048
000-03-30,16,240.749,213.91
000-03-30,17,217.986,191.6
000-03-30,18,3.033,0
000-03-30,19,0,0
000-03-30,20,0,0
000-03-30,21,0,0
000-03-30,22,0,0
000-03-30,23,0,0
000-03-31,0,0,0
000-03-31,1,0,0
000-03-31,2,0,0
000-03-31,3,0,0
000-03-31,4,0,0
000-03-31,5,0,0
000-03-31,6,28.413,5.636
000-03-31,7,526.52,493.606
000-03-31,8,1097.321,1050.193
000-03-31,9,2167.777,2086.507
000-03-31,10,2705.822,2603.703
000-03-31,11,3323.661,3194.559
000-03-31,12,3454.783,3319.537
000-03-31,13,3258.972,3132.848
000-03-31,14,2818.282,2711.494
000-03-31,15,2044.22,1967.389
000-03-31,16,1151.807,1103.177
000-03-31,17,496.012,463.78
000-03-31,18,6.015,0
000-03-31,19,0,0
000-03-31,20,0,0
000-03-31,21,0,0
000-03-31,22,0,0
000-03-31,23,0,0
000-04-01,0,0,0
000-04-01,1,0,0
000-04-01,2,0,0
000-04-01,3,0,0
000-04-01,4,0,0
000-04-01,5,0,0
000-04-01,6,157.581,132.378
000-04-01,7,499.107,466.807
000-04-01,8,554.205,520.667
000-04-01,9,465.343,433.789
000-04-01,10,660.344,624.348
000-04-01,11,468.379,436.758
000-04-01,12,528.143,495.194
000-04-01,13,404.168,373.94
000-04-01,14,470.188,438.528
000-04-01,15,821.613,781.698
000-04-01,16,1144.783,1096.348
000-04-01,17,519.572,486.815
000-04-01,18,8.67,0
000-04-01,19,0,0
000-04-01,20,0,0
000-04-01,21,0,0
000-04-01,22,0,0
000-04-01,23,0,0
000-04-02,0,0,0
000-04-02,1,0,0
000-04-02,2,0,0
000-04-02,3,0,0
000-04-02,4,0,0
000-04-02,5,0,0
000-04-02,6,167.812,142.412
000-04-02,7,669.419,633.208
000-04-02,8,1254.621,1203.088
000-04-02,9,1266.526,1214.651
000-04-02,10,1761.356,1694.198
000-04-02,11,1847.281,1777.257
000-04-02,12,1665.054,1601.034
000-04-02,13,1327.843,1274.188
000-04-02,14,579.974,545.848
000-04-02,15,616.017,581.059
000-04-02,16,297.975,269.975
000-04-02,17,458.169,426.772
000-04-02,18,11.259,0
000-04-02,19,0,0
000-04-02,20,0,0
000-04-02,21,0,0
000-04-02,22,0,0
000-04-02,23,0,0
000-04-03,0,0,0
000-04-03,1,0,0
000-04-03,2,0,0
000-04-03,3,0,0
000-04-03,4,0,0
000-04-03,5,0,0
000-04-03,6,181.12,155.46
000-04-03,7,330.799,302.121
000-04-03,8,1063.391,1017.186
000-04-03,9,1857.803,1787.424
000-04-03,10,2201.688,2119.177
000-04-03,11,828.592,788.502
000-04-03,12,762.43,723.979
000-04-03,13,532.088,499.05
000-04-03,14,451.079,419.837
000-04-03,15,706.268,669.178
000-04-03,16,241.561,214.706
000-04-03,17,445.936,414.806
000-04-03,18,11.343,0
000-04-03,19,0,0
000-04-03,20,0,0
000-04-03,21,0,0
000-04-03,22,0,0
000-04-03,23,0,0
000-04-04,0,0,0
000-04-04,1,0,0
000-04-04,2,0,0
000-04-04,3,0,0
000-04-04,4,0,0
000-04-04,5,0,0
000-04-04,6,66.286,42.813
000-04-04,7,189.552,163.727
000-04-04,8,351.319,322.212
000-04-04,9,671.561,635.299
000-04-04,10,875.393,834.121
000-04-04,11,831.072,790.92
000-04-04,12,1553.97,1493.472
000-04-04,13,1970.079,1895.849
000-04-04,14,487.322,455.283
000-04-04,15,611.368,576.518
000-04-04,16,210.635,184.395
000-04-04,17,280.017,252.384
000-04-04,18,12.403,0
000-04-04,19,0,0
000-04-04,20,0,0
000-04-04,21,0,0
000-04-04,22,0,0
000-04-04,23,0,0
000-04-05,0,0,0
000-04-05,1,0,0
000-04-05,2,0,0
000-04-05,3,0,0
000-04-05,4,0,0
000-04-05,5,0,0
000-04-05,6,202.685,176.602
000-04-05,7,615.329,580.387
000-04-05,8,898.926,857.053
000-04-05,9,1258.709,1207.059
000-04-05,10,451.581,420.328
000-04-05,11,1770.166,1702.717
000-04-05,12,3010.257,2895.249
000-04-05,13,3024.716,2909.076
000-04-05,14,2514.243,2419.83
000-04-05,15,1442.038,1384.981
000-04-05,16,1199.364,1149.402
000-04-05,17,526.389,493.479
000-04-05,18,16.143,0
000-04-05,19,0,0
000-04-05,20,0,0
000-04-05,21,0,0
000-04-05,22,0,0
000-04-05,23,0,0
000-04-06,0,0,0
000-04-06,1,0,0
000-04-06,2,0,0
000-04-06,3,0,0
000-04-06,4,0,0
000-04-06,5,0,0
000-04-06,6,162.188,136.897
000-04-06,7,643.365,607.768
000-04-06,8,1489.491,1430.988
000-04-06,9,2219.146,2135.992
000-04-06,10,2748.106,2644.244
000-04-06,11,3328.33,3199.013
000-04-06,12,3358.873,3228.136
000-04-06,13,2741.41,2637.825
000-04-06,14,1606.13,1543.991
000-04-06,15,1936.788,1863.712
000-04-06,16,692.62,655.857
000-04-06,17,561.191,527.494
000-04-06,18,25.583,2.857
000-04-06,19,0,0
000-04-06,20,0,0
000-04-06,21,0,0
000-04-06,22,0,0
000-04-06,23,0,0
000-04-07,0,0,0
000-04-07,1,0,0
000-04-07,2,0,0
000-04-07,3,0,0
000-04-07,4,0,0
000-04-07,5,0,0
000-04-07,6,172.632,147.138
000-04-07,7,294.993,267.054
000-04-07,8,1268.704,1216.766
000-04-07,9,1857.736,1787.359
000-04-07,10,900.432,858.521
000-04-07,11,1500.721,1441.873
000-04-07,12,388.658,358.762
000-04-07,13,3099.927,2980.972
000-04-07,14,1538.409,1478.395
000-04-07,15,2038.805,1962.166
000-04-07,16,1131.09,1083.034
000-04-07,17,544.031,510.723
000-04-07,18,22.179,0
000-04-07,19,0,0
000-04-07,20,0,0
000-04-07,21,0,0
000-04-07,22,0,0
000-04-07,23,0,0
000-04-08,0,0,0
000-04-08,1,0,0
000-04-08,2,0,0
000-04-08,3,0,0
000-04-08,4,0,0
000-04-08,5,0,0
000-04-08,6,209.434,183.218
000-04-08,7,697.762,660.876
000-04-08,8,1777.003,1709.328
000-04-08,9,2481.373,2388.251
000-04-08,10,2934.415,2822.692
000-04-08,11,2844.314,2736.43
000-04-08,12,3123.546,3003.541
000-04-08,13,3095.919,2977.143
000-04-08,14,1366.219,1311.433
000-04-08,15,813.478,773.765
000-04-08,16,961.711,918.212
000-04-08,17,457.265,425.888
000-04-08,18,25.367,2.646
000-04-08,19,0,0
000-04-08,20,0,0
000-04-08,21,0,0
000-04-08,22,0,0
000-04-08,23,0,0
000-04-09,0,0,0
000-04-09,1,0,0
000-04-09,2,0,0
000-04-09,3,0,0
000-04-09,4,0,0
000-04-09,5,0,0
000-04-09,6,218.574,192.177
000-04-09,7,959.625,916.18
000-04-09,8,1296.774,1244.025
000-04-09,9,1398.774,1343.019
000-04-09,10,1327.481,1273.836
000-04-09,11,2152.22,2071.516
000-04-09,12,2744.487,2640.775
000-04-09,13,1855.652,1785.345
000-04-09,14,2222.332,2139.06
000-04-09,15,361.103,331.791
000-04-09,16,261.419,234.164
000-04-09,17,287.544,259.758
000-04-09,18,24.814,2.102
000-04-09,19,0,0
000-04-09,20,0,0
000-04-09,21,0,0
000-04-09,22,0,0
000-04-09,23,0,0
000-04-10,0,0,0
000-04-10,1,0,0
000-04-10,2,0,0
000-04-10,3,0,0
000-04-10,4,0,0
000-04-10,5,0,0
000-04-10,6,60.358,36.995
000-04-10,7,587.27,552.976
000-04-10,8,1163.167,1114.22
000-04-10,9,1189.49,1139.807
000-04-10,10,1412.963,1356.783
000-04-10,11,391.452,361.496
000-04-10,12,484.79,452.807
000-04-10,13,469.372,437.729
000-04-10,14,2375.066,2286.056
000-04-10,15,312.165,283.873
000-04-10,16,258.162,230.972
000-04-10,17,587.459,553.161
000-04-10,18,40.125,17.133
000-04-10,19,0,0
000-04-10,20,0,0
000-04-10,21,0,0
000-04-10,22,0,0
000-04-10,23,0,0
000-04-11,0,0,0
000-04-11,1,0,0
000-04-11,2,0,0
000-04-11,3,0,0
000-04-11,4,0,0
000-04-11,5,0,0
000-04-11,6,173.362,147.853
000-04-11,7,526.889,493.967
000-04-11,8,1120.188,1072.433
000-04-11,9,2499.365,2405.538
000-04-11,10,3044.328,2927.829
000-04-11,11,717.191,679.839
000-04-11,12,3375.092,3243.597
000-04-11,13,2797.939,2692.004
000-04-11,14,2770.501,2665.71
000-04-11,15,2043.574,1966.765
000-04-11,16,180.119,154.479
000-04-11,17,571.084,537.161
000-04-11,18,42.872,19.83
000-04-11,19,0,0
000-04-11,20,0,0
000-04-11,21,0,0
000-04-11,22,0,0
000-04-11,23,0,0
000-04-12,0,0,0
000-04-12,1,0,0
000-04-12,2,0,0
000-04-12,3,0,0
000-04-12,4,0,0
000-04-12,5,3.436,0
000-04-12,6,133.571,108.83
000-04-12,7,665.173,629.063
000-04-12,8,900.507,858.594
000-04-12,9,938.779,895.877
000-04-12,10,1486.5,1428.089
000-04-12,11,1569.176,1508.201
000-04-12,12,3038.636,2922.386
000-04-12,13,2854.531,2746.215
000-04-12,14,1138.351,1090.094
000-04-12,15,1434.296,1377.473
000-04-12,16,1022.223,977.124
000-04-12,17,574.719,540.713
000-04-12,18,42.497,19.463
000-04-12,19,0,0
000-04-12,20,0,0
000-04-12,21,0,0
000-04-12,22,0,0
000-04-12,23,0,0
000-04-13,0,0,0
000-04-13,1,0,0
000-04-13,2,0,0
000-04-13,3,0,0
000-04-13,4,0,0
000-04-13,5,3.18,0
000-04-13,6,247.672,220.694
000-04-13,7,480.1,448.221
000-04-13,8,1302.487,1249.572
000-04-13,9,1242.26,1191.08
000-04-13,10,2299.086,2212.955
000-04-13,11,1935.252,1862.228
000-04-13,12,2147.713,2067.173
000-04-13,13,3177.532,3055.106
000-04-13,14,1271.22,1219.209
000-04-13,15,543.481,510.185
000-04-13,16,230.437,203.804
000-04-13,17,434.223,403.348
000-04-13,18,36.924,13.992
000-04-13,19,0,0
000-04-13,20,0,0
000-04-13,21,0,0
000-04-13,22,0,0
000-04-13,23,0,0
000-04-14,0,0,0
000-04-14,1,0,0
000-04-14,2,0,0
000-04-14,3,0,0
000-04-14,4,0,0
000-04-14,5,5.874,0
000-04-14,6,247.947,220.963
000-04-14,7,564.346,530.577
000-04-14,8,1241.339,1190.186
000-04-14,9,1539.188,1479.15
000-04-14,10,3083.085,2964.876
000-04-14,11,3301.872,3173.777
000-04-14,12,3285.04,3157.72
000-04-14,13,3200.952,3077.468
000-04-14,14,2636.575,2537.278
000-04-14,15,2095.301,2016.651
000-04-14,16,1302.515,1249.599
000-04-14,17,551.32,517.847
000-04-14,18,44.874,21.796
000-04-14,19,0,0
000-04-14,20,0,0
000-04-14,21,0,0
000-04-14,22,0,0
000-04-14,23,0,0
000-04-15,0,0,0
000-04-15,1,0,0
000-04-15,2,0,0
000-04-15,3,0,0
000-04-15,4,0,0
000-04-15,5,8.955,0
000-04-15,6,270.262,242.827
000-04-15,7,1026.786,981.565
000-04-15,8,1904.974,1832.99
000-04-15,9,2638.878,2539.488
000-04-15,10,3080.685,2962.583
000-04-15,11,3345.927,3215.792
000-04-15,12,3384.091,3252.175
000-04-15,13,3190.464,3067.455
000-04-15,14,2691.804,2590.26
000-04-15,15,1991.412,1916.439
000-04-15,16,490.02,457.921
000-04-15,17,145.955,120.976
000-04-15,18,18.777,0
000-04-15,19,0,0
000-04-15,20,0,0
000-04-15,21,0,0
000-04-15,22,0,0
000-04-15,23,0,0
000-04-16,0,0,0
000-04-16,1,0,0
000-04-16,2,0,0
000-04-16,3,0,0
000-04-16,4,0,0
000-04-16,5,10.855,0
000-04-16,6,304.74,276.601
000-04-16,7,319.33,290.89
000-04-16,8,1116.294,1068.646
000-04-16,9,1443.858,1386.746
000-04-16,10,1873.942,1803.015
000-04-16,11,806.221,766.689
000-04-16,12,2284.972,2199.37
000-04-16,13,2285.882,2200.246
000-04-16,14,1216.746,1166.293
000-04-16,15,1431.557,1374.817
000-04-16,16,755.265,716.989
000-04-16,17,464.562,433.025
000-04-16,18,50.463,27.282
000-04-16,19,0,0
000-04-16,20,0,0
000-04-16,21,0,0
000-04-16,22,0,0
000-04-16,23,0,0
000-04-17,0,0,0
000-04-17,1,0,0
000-04-17,2,0,0
000-04-17,3,0,0
000-04-17,4,0,0
000-04-17,5,13.703,0
000-04-17,6,279.824,252.195
000-04-17,7,1048.678,1002.87
000-04-17,8,1850.736,1780.596
000-04-17,9,2325.933,2238.79
000-04-17,10,3009.462,2894.489
000-04-17,11,3431.104,3296.978
000-04-17,12,3431.205,3297.074
000-04-17,13,3160.93,3039.251
000-04-17,14,2741.107,2637.535
000-04-17,15,2068.152,1990.472
000-04-17,16,1261.732,1209.995
000-04-17,17,558.958,525.312
000-04-17,18,53.178,29.947
000-04-17,19,0,0
000-04-17,20,0,0
000-04-17,21,0,0
000-04-17,22,0,0
000-04-17,23,0,0
000-04-18,0,0,0
000-04-18,1,0,0
000-04-18,2,0,0
000-04-18,3,0,0
000-04-18,4,0,0
000-04-18,5,6.218,0
000-04-18,6,122.095,97.573
000-04-18,7,611.445,576.592
000-04-18,8,639.975,604.457
000-04-18,9,1494.9,1436.23
000-04-18,10,1487.416,1428.977
000-04-18,11,2625.204,2526.366
000-04-18,12,1212.836,1162.493
000-04-18,13,859.392,818.527
000-04-18,14,433.047,402.197
000-04-18,15,660.733,624.727
000-04-18,16,827.118,787.065
000-04-18,17,436.237,405.318
000-04-18,18,0,0
000-04-18,19,0,0
000-04-18,20,0,0
000-04-18,21,0,0
000-04-18,22,0,0
000-04-18,23,0,0
000-04-19,0,0,0
000-04-19,1,0,0
000-04-19,2,0,0
000-04-19,3,0,0
000-04-19,4,0,0
000-04-19,5,23.184,0.502
000-04-19,6,289.124,261.306
000-04-19,7,925.875,883.309
000-04-19,8,1644.998,1581.622
000-04-19,9,2419.494,2328.777
000-04-19,10,3053.546,2936.641
000-04-19,11,3219.034,3094.731
000-04-19,12,3508.898,3371.073
000-04-19,13,3162.417,3040.671
000-04-19,14,2651.127,2551.241
000-04-19,15,1729.343,1663.237
000-04-19,16,1126.597,1078.665
000-04-19,17,523.906,491.052
000-04-19,18,0,0
000-04-19,19,0,0
000-04-19,20,0,0
000-04-19,21,0,0
000-04-19,22,0,0
000-04-19,23,0,0
000-04-20,0,0,0
000-04-20,1,0,0
000-04-20,2,0,0
000-04-20,3,0,0
000-04-20,4,0,0
000-04-20,5,25.631,2.905
000-04-20,6,304.38,276.248
000-04-20,7,1064.941,1018.694
000-04-20,8,1926.565,1853.84
000-04-20,9,2524.864,2430.032
000-04-20,10,3136.426,3015.844
000-04-20,11,3374.51,3243.043
000-04-20,12,3371.496,3240.17
000-04-20,13,3111.538,2992.067
000-04-20,14,2664.549,2564.117
000-04-20,15,2035.869,1959.334
000-04-20,16,1262.724,1210.959
000-04-20,17,549.967,516.525
000-04-20,18,0,0
000-04-20,19,0,0
000-04-20,20,0,0
000-04-20,21,0,0
000-04-20,22,0,0
000-04-20,23,0,0
000-04-21,0,0,0
000-04-21,1,0,0
000-04-21,2,0,0
000-04-21,3,0,0
000-04-21,4,0,0
000-04-21,5,28.916,6.13
000-04-21,6,348.973,319.916
000-04-21,7,534.733,501.635
000-04-21,8,1801.405,1732.919
000-04-21,9,2525.887,2431.015
000-04-21,10,3037.899,2921.682
000-04-21,11,3358.837,3228.102
000-04-21,12,3234.163,3109.172
000-04-21,13,2906.967,2796.421
000-04-21,14,2594.843,2497.226
000-04-21,15,1655.584,1591.868
000-04-21,16,1161.243,1112.35
000-04-21,17,596.285,561.783
000-04-21,18,0,0
000-04-21,19,0,0
000-04-21,20,0,0
000-04-21,21,0,0
000-04-21,22,0,0
000-04-21,23,0,0
000-04-22,0,0,0
000-04-22,1,0,0
000-04-22,2,0,0
000-04-22,3,0,0
000-04-22,4,0,0
000-04-22,5,34.16,11.278
000-04-22,6,291.473,263.606
000-04-22,7,822.189,782.259
000-04-22,8,1228.939,1178.14
000-04-22,9,2350.03,2261.974
000-04-22,10,2287.899,2202.188
000-04-22,11,2855.461,2747.105
000-04-22,12,2741.133,2637.56
000-04-22,13,1960.356,1886.464
000-04-22,14,2113.823,2034.507
000-04-22,15,1643.183,1579.865
000-04-22,16,836.602,796.311
000-04-22,17,434.563,403.68
000-04-22,18,0,0
000-04-22,19,0,0
000-04-22,20,0,0
000-04-22,21,0,0
000-04-22,22,0,0
000-04-22,23,0,0
000-04-23,0,0,0
000-04-23,1,0,0
000-04-23,2,0,0
000-04-23,3,0,0
000-04-23,4,0,0
000-04-23,5,27.985,5.215
000-04-23,6,208.572,182.373
000-04-23,7,204.667,178.545
000-04-23,8,341.059,312.166
000-04-23,9,325.276,296.713
000-04-23,10,396.402,366.341
000-04-23,11,428.851,398.092
000-04-23,12,483.846,451.884
000-04-23,13,399.356,369.232
000-04-23,14,397.614,367.526
000-04-23,15,288.132,260.334
000-04-23,16,272.597,245.115
000-04-23,17,354.843,325.663
000-04-23,18,0,0
000-04-23,19,0,0
000-04-23,20,0,0
000-04-23,21,0,0
000-04-23,22,0,0
000-04-23,23,0,0
000-04-24,0,0,0
000-04-24,1,0,0
000-04-24,2,0,0
000-04-24,3,0,0
000-04-24,4,0,0
000-04-24,5,40.08,17.09
000-04-24,6,360.453,331.154
000-04-24,7,838.827,798.48
000-04-24,8,1803.273,1734.725
000-04-24,9,1667.13,1603.043
000-04-24,10,2690.863,2589.357
000-04-24,11,2826.914,2719.763
000-04-24,12,2660.966,2560.68
000-04-24,13,2307.077,2220.646
000-04-24,14,748.785,710.667
000-04-24,15,1653.333,1589.689
000-04-24,16,817.42,777.609
000-04-24,17,455.208,423.876
000-04-24,18,0,0
000-04-24,19,0,0
000-04-24,20,0,0
000-04-24,21,0,0
000-04-24,22,0,0
000-04-24,23,0,0
000-04-25,0,0,0
000-04-25,1,0,0
000-04-25,2,0,0
000-04-25,3,0,0
000-04-25,4,0,0
000-04-25,5,48.437,25.293
000-04-25,6,290.373,262.528
000-04-25,7,899.321,857.439
000-04-25,8,1793.399,1725.18
000-04-25,9,2288.017,2202.301
000-04-25,10,2635.305,2536.059
000-04-25,11,3381.138,3249.362
000-04-25,12,3386.717,3254.679
000-04-25,13,2751.269,2647.276
000-04-25,14,2582.031,2484.927
000-04-25,15,2072.287,1994.459
000-04-25,16,950.644,907.434
000-04-25,17,626.982,591.769
000-04-25,18,0,0
000-04-25,19,0,0
000-04-25,20,0,0
000-04-25,21,0,0
000-04-25,22,0,0
000-04-25,23,0,0
000-04-26,0,0,0
000-04-26,1,0,0
000-04-26,2,0,0
000-04-26,3,0,0
000-04-26,4,0,0
000-04-26,5,49.472,26.309
000-04-26,6,346.103,317.105
000-04-26,7,1102.444,1055.176
000-04-26,8,1879.696,1808.574
000-04-26,9,2545.409,2449.764
000-04-26,10,3007.679,2892.783
000-04-26,11,3347.87,3217.645
000-04-26,12,3447.068,3312.187
000-04-26,13,3197.513,3074.185
000-04-26,14,2648.18,2548.413
000-04-26,15,2016.331,1940.484
000-04-26,16,1274.539,1222.433
000-04-26,17,560.236,526.56
000-04-26,18,0,0
000-04-26,19,0,0
000-04-26,20,0,0
000-04-26,21,0,0
000-04-26,22,0,0
000-04-26,23,0,0
000-04-27,0,0,0
000-04-27,1,0,0
000-04-27,2,0,0
000-04-27,3,0,0
000-04-27,4,0,0
000-04-27,5,52.209,28.996
000-04-27,6,350.654,321.561
000-04-27,7,1122.227,1074.415
000-04-27,8,1976.764,1902.301
000-04-27,9,2646.536,2546.835
000-04-27,10,3167.029,3045.076
000-04-27,11,3427.947,3293.97
000-04-27,12,3464.262,3328.566
000-04-27,13,3216.301,3092.121
000-04-27,14,2662.282,2561.942
000-04-27,15,2046.617,1969.701
000-04-27,16,1303.308,1250.369
000-04-27,17,581.081,546.929
000-04-27,18,0,0
000-04-27,19,0,0
000-04-27,20,0,0
000-04-27,21,0,0
000-04-27,22,0,0
000-04-27,23,0,0
000-04-28,0,0,0
000-04-28,1,0,0
000-04-28,2,0,0
000-04-28,3,0,0
000-04-28,4,0,0
000-04-28,5,58.302,34.976
000-04-28,6,356.775,327.553
000-04-28,7,1113.009,1065.451
000-04-28,8,1870.12,1799.324
000-04-28,9,2575.223,2478.391
000-04-28,10,2897.608,2787.461
000-04-28,11,2990.692,2876.536
000-04-28,12,3367.266,3236.137
000-04-28,13,3136.803,3016.205
000-04-28,14,2414.62,2324.091
000-04-28,15,2037.494,1960.901
000-04-28,16,1201.154,1151.142
000-04-28,17,526.573,493.658
000-04-28,18,0,0
000-04-28,19,0,0
000-04-28,20,0,0
000-04-28,21,0,0
000-04-28,22,0,0
000-04-28,23,0,0
000-04-29,0,0,0
000-04-29,1,0,0
000-04-29,2,0,0
000-04-29,3,0,0
000-04-29,4,0,0
000-04-29,5,70.58,47.027
000-04-29,6,388.093,358.209
000-04-29,7,1073.021,1026.554
000-04-29,8,1904.643,1832.67
000-04-29,9,2605.045,2507.019
000-04-29,10,3160.684,3039.016
000-04-29,11,3385.721,3253.729
000-04-29,12,3376.892,3245.313
000-04-29,13,3180.892,3058.315
000-04-29,14,2688.408,2587.002
000-04-29,15,1967.825,1893.674
000-04-29,16,1262.483,1210.724
000-04-29,17,574.028,540.037
000-04-29,18,0,0
000-04-29,19,0,0
000-04-29,20,0,0
000-04-29,21,0,0
000-04-29,22,0,0
000-04-29,23,0,0
000-04-30,0,0,0
000-04-30,1,0,0
000-04-30,2,0,0
000-04-30,3,0,0
000-04-30,4,0,0
000-04-30,5,62.681,39.275
000-04-30,6,360.211,330.917
000-04-30,7,1102.278,1055.014
000-04-30,8,1889.507,1818.051
000-04-30,9,2605.037,2507.011
000-04-30,10,3075.625,2957.746
000-04-30,11,3279.388,3152.328
000-04-30,12,3353.804,3223.303
000-04-30,13,3134.584,3014.086
000-04-30,14,2632.056,2532.941
000-04-30,15,1984.068,1909.351
000-04-30,16,1205.861,1155.716
000-04-30,17,555.772,522.198
000-04-30,18,0,0
000-04-30,19,0,0
000-04-30,20,0,0
000-04-30,21,0,0
000-04-30,22,0,0
000-04-30,23,0,0
000-05-01,0,0,0
000-05-01,1,0,0
000-05-01,2,0,0
000-05-01,3,0,0
000-05-01,4,0,0
000-05-01,5,77.185,53.509
000-05-01,6,273.176,245.683
000-05-01,7,492.963,460.799
000-05-01,8,1236.327,1185.317
000-05-01,9,2624.679,2525.863
000-05-01,10,3010.39,2895.377
000-05-01,11,3387.65,3255.568
000-05-01,12,3424.453,3290.641
000-05-01,13,3054.482,2937.537
000-05-01,14,2721.821,2619.045
000-05-01,15,2023.678,1947.573
000-05-01,16,1284.326,1231.938
000-05-01,17,570.65,536.737
000-05-01,18,0,0
000-05-01,19,0,0
000-05-01,20,0,0
000-05-01,21,0,0
000-05-01,22,0,0
000-05-01,23,0,0
000-05-02,0,0,0
000-05-02,1,0,0
000-05-02,2,0,0
000-05-02,3,0,0
000-05-02,4,0,0
000-05-02,5,47.583,24.455
000-05-02,6,192.187,166.311
000-05-02,7,302.817,274.718
000-05-02,8,513.298,480.681
000-05-02,9,1048.902,1003.088
000-05-02,10,1783.932,1716.027
000-05-02,11,3245.333,3119.832
000-05-02,12,3274.786,3147.938
000-05-02,13,3126.741,3006.593
000-05-02,14,2500.339,2406.474
000-05-02,15,1480.343,1422.12
000-05-02,16,1119.794,1072.05
000-05-02,17,457.636,426.251
000-05-02,18,0,0
000-05-02,19,0,0
000-05-02,20,0,0
000-05-02,21,0,0
000-05-02,22,0,0
000-05-02,23,0,0
000-05-03,0,0,0
000-05-03,1,0,0
000-05-03,2,0,0
000-05-03,3,0,0
000-05-03,4,0,0
000-05-03,5,99.269,75.179
000-05-03,6,380.909,351.178
000-05-03,7,670.947,634.7
000-05-03,8,719.126,681.727
000-05-03,9,871.354,830.185
000-05-03,10,717.459,680.1
000-05-03,11,1313.739,1260.496
000-05-03,12,907.895,865.792
000-05-03,13,1254.688,1203.153
000-05-03,14,1455.182,1397.727
000-05-03,15,893.567,851.832
000-05-03,16,652.47,616.659
000-05-03,17,445.566,414.444
000-05-03,18,243.327,216.436
000-05-03,19,0,0
000-05-03,20,0,0
000-05-03,21,0,0
000-05-03,22,0,0
000-05-03,23,0,0
000-05-04,0,0,0
000-05-04,1,0,0
000-05-04,2,0,0
000-05-04,3,0,0
000-05-04,4,0,0
000-05-04,5,79.4,55.683
000-05-04,6,433.664,402.8
000-05-04,7,420.677,390.095
000-05-04,8,968.544,924.866
000-05-04,9,900.82,858.899
000-05-04,10,1311.797,1258.61
000-05-04,11,744.368,706.358
000-05-04,12,974.902,931.057
000-05-04,13,850.335,809.698
000-05-04,14,941.377,898.408
000-05-04,15,572.618,538.66
000-05-04,16,713.97,676.695
000-05-04,17,378.133,348.46
000-05-04,18,85.649,61.815
000-05-04,19,0,0
000-05-04,20,0,0
000-05-04,21,0,0
000-05-04,22,0,0
000-05-04,23,0,0
000-05-05,0,0,0
000-05-05,1,0,0
000-05-05,2,0,0
000-05-05,3,0,0
000-05-05,4,0,0
000-05-05,5,83.472,59.679
000-05-05,6,389.901,359.978
000-05-05,7,1164.706,1115.717
000-05-05,8,1971.584,1897.302
000-05-05,9,2641.059,2541.58
000-05-05,10,2120.56,2041.001
000-05-05,11,2845.806,2737.859
000-05-05,12,2970.473,2857.195
000-05-05,13,3079.75,2961.689
000-05-05,14,2461.185,2368.851
000-05-05,15,2059.018,1981.662
000-05-05,16,1358.201,1303.652
000-05-05,17,454.263,422.952
000-05-05,18,261.535,234.277
000-05-05,19,0,0
000-05-05,20,0,0
000-05-05,21,0,0
000-05-05,22,0,0
000-05-05,23,0,0
000-05-06,0,0,0
000-05-06,1,0,0
000-05-06,2,0,0
000-05-06,3,0,0
000-05-06,4,0,0
000-05-06,5,86.479,62.629
000-05-06,6,453.097,421.811
000-05-06,7,1038.854,993.309
000-05-06,8,1402.23,1346.371
000-05-06,9,2651.602,2551.696
000-05-06,10,3127.205,3007.036
000-05-06,11,3259.067,3132.939
000-05-06,12,3147.976,3026.878
000-05-06,13,3124.027,3004
000-05-06,14,2610.832,2512.573
000-05-06,15,2090.877,2012.385
000-05-06,16,1314.115,1260.861
000-05-06,17,595.642,561.155
000-05-06,18,240.076,213.25
000-05-06,19,0,0
000-05-06,20,0,0
000-05-06,21,0,0
000-05-06,22,0,0
000-05-06,23,0,0
000-05-07,0,0,0
000-05-07,1,0,0
000-05-07,2,0,0
000-05-07,3,0,0
000-05-07,4,0,0
000-05-07,5,89.305,65.403
000-05-07,6,405.546,375.289
000-05-07,7,1162.578,1113.648
000-05-07,8,1564.674,1503.841
000-05-07,9,2158.007,2077.092
000-05-07,10,3004.67,2889.906
000-05-07,11,3123.272,3003.279
000-05-07,12,2990.866,2876.703
000-05-07,13,1916.753,1844.365
000-05-07,14,1630.391,1567.481
000-05-07,15,836.231,795.949
000-05-07,16,751.995,713.798
000-05-07,17,369.893,340.395
000-05-07,18,248.412,221.419
000-05-07,19,0,0
000-05-07,20,0,0
000-05-07,21,0,0
000-05-07,22,0,0
000-05-07,23,0,0
000-05-08,0,0,0
000-05-08,1,0,0
000-05-08,2,0,0
